"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","neighbourhood_ward","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable"
39152482,27980864,"2015/02/19","within an hour",96,97,"f",72,"['email', 'phone']","Ward 54",-33.92183,18.38173,"Entire home/apt",6,3,3,4,8718,2,1125,1.2,1125,25,50,78,327,41,0.57,4.76,"t"
1.04e+18,217413211,"2018/09/26","within an hour",100,98,"t",48,"['email', 'phone', 'work_email']","Ward 61",-34.21348,18.46296,"Entire home/apt",6,3,3,5,2019,4,365,5.7,365,29,59,85,350,10,0.49,4.8,"t"
7.71e+17,477477901,"2022/08/31","within an hour",100,83,"t",1,"['email', 'phone']","Ward 8",-33.88544,18.70486,"Private room",2,1,1,1,454,1,30,1,30,28,58,88,89,56,1.68,4.8,"f"
8.88e+17,62274692,"2016/03/09","a few days or more",30,29,"f",1,"['email', 'phone']","Ward 54",-33.91833411,18.38830813,"Entire home/apt",4,2,2,2,2054,3,365,5.7,365,1,2,18,143,10,0.37,5,"f"
1.04e+18,62673355,"2016/03/12","within an hour",100,95,"f",2,"['email', 'phone']","Ward 74",-34.01667,18.35851,"Entire home/apt",2,1,1,1,2322,2,365,2,365,20,49,50,201,10,0.46,5,"f"
7.87e+17,488733978,"2022/11/22","within an hour",91,99,"t",47,"['phone']","Ward 54",-33.9110451,18.3922732,"Entire home/apt",4,2,2,2,3355,1,60,1.9,1125,10,27,48,307,20,0.6,4.9,"t"
1.37e+18,681540890,"2025/02/28","within an hour",100,100,"f",2,"['email', 'phone']","Ward 115",-33.9078751,18.4048106,"Entire home/apt",4,2,2,2,2348,2,90,2.3,1125,21,51,81,333,6,1.02,4.83,"t"
10162630,7621088,"2013/07/21","within a few hours",100,89,"t",2,"['email', 'phone']","Ward 61",-34.18291,18.36444,"Entire home/apt",10,4,5,8,10350,2,1125,2.6,1125,30,60,83,286,74,0.65,4.92,"f"
1626659,5646468,"2013/03/27","within an hour",100,63,"t",2,"['email', 'phone']","Ward 23",-33.7806595,18.4543554,"Private room",2,1,2,2,759,1,7,1,1125,18,46,68,221,28,0.2,4.86,"f"
54059858,437836003,"2021/12/28","within an hour",100,99,"f",165,"['email', 'phone']","Ward 115",-33.92659,18.4453,"Entire home/apt",2,1,1,1,868,1,365,3.8,365,26,56,86,356,12,0.27,4.25,"t"
7.49e+17,154184955,"2017/10/11","within a few hours",100,50,"f",2,"['phone']","Ward 61",-34.1927,18.42623,"Entire home/apt",10,4,5,6,7438,4,365,4,365,20,50,68,318,11,0.33,5,"f"
1.48e+18,513085669,"2023/05/04","within an hour",100,91,"f",1,"['email', 'phone']","Ward 54",-33.91091,18.39511,"Entire home/apt",2,1,1,1,1378,1,365,1,365,7,7,7,158,3,2.31,4.33,"t"
4458181,23134034,"2014/10/30","within an hour",100,99,"t",3,"['email', 'phone']","Ward 61",-34.14151,18.32824,"Entire home/apt",3,2,2,2,1439,3,27,3.9,1125,11,24,36,260,366,2.79,4.94,"f"
1.4e+18,88093974,"2016/08/05","within an hour",100,100,"f",1,"['email', 'phone', 'work_email']","Ward 115",-33.91783948,18.4215531,"Entire home/apt",2,1,1,2,1264,3,365,3,365,4,34,64,299,2,0.71,5,"f"
12137960,65158929,"2016/03/31","within an hour",93,93,"t",4,"['email', 'phone']","Ward 54",-33.94951,18.38296,"Entire home/apt",2,1,1,2,1950,3,1125,3,1125,0,18,36,109,73,0.68,4.88,"t"
36377433,221501874,"2018/10/19","within a few hours",100,95,"t",2,"['email', 'phone']","Ward 54",-33.95006,18.38043,"Entire home/apt",4,2,2,2,3858,5,365,5,365,9,32,46,259,31,0.92,4.94,"f"
53652201,434479449,"2021/12/03","within an hour",90,99,"f",1,"['email', 'phone']","Ward 115",-33.91073,18.41592,"Entire home/apt",2,1,0,1,1274,1,365,1.3,63.7,21,49,79,345,334,7.3,4.66,"f"
8.31e+17,57824617,"2016/02/08","within an hour",100,99,"t",73,"['email', 'phone']","Ward 115",-33.91732,18.42206,"Entire home/apt",2,1,1,1,1294,1,365,1,365,17,38,54,128,123,3.93,4.85,"f"
3735272,19093467,"2014/07/29","a few days or more",0,50,"f",3,"['email', 'phone']","Ward 62",-34.01912,18.46151,"Entire home/apt",2,2,2,2,2000,7,1125,7,1125,0,26,36,93,11,0.14,4.91,"f"
28176389,12687350,"2014/03/01","within a day",50,25,"f",1,"['email', 'phone']","Ward 74",-34.04153,18.36256,"Entire home/apt",6,2,3,3,4640,7,60,7,60,28,58,85,324,8,0.1,4.38,"f"
25367300,59703833,"2016/02/21","within a few hours",100,67,"t",7,"['email', 'phone']","Ward 23",-33.80021,18.4611,"Entire home/apt",2,1,1,1,1650,2,1125,2,1125,21,44,49,257,58,0.7,4.95,"f"
35400385,19366271,"2014/08/03","within an hour",100,100,"t",2,"['email', 'phone']","Ward 74",-34.04243,18.36926,"Entire home/apt",6,1.5,3,4,3117,14,31,11.9,1125,14,21,44,133,59,0.83,4.92,"f"
10600967,52833158,"2015/12/31","within a few hours",100,100,"f",1,"['email', 'phone']","Ward 77",-33.93982582,18.39909334,"Entire home/apt",4,2,2,3,2919,2,90,2,90,25,35,46,305,4,0.46,5,"f"
7891841,28541795,"2015/03/01","within an hour",100,100,"t",3,"['email', 'phone']","Ward 115",-33.9125,18.40273,"Entire home/apt",3,1,1,2,1200,4,365,4,365,4,4,4,196,159,1.31,4.94,"f"
7.9e+17,488733978,"2022/11/22","within an hour",91,99,"t",47,"['phone']","Ward 54",-33.9110451,18.3922732,"Entire home/apt",2,1,0,1,1339,1,60,1.9,1125,7,23,37,293,8,0.25,4.75,"t"
45018284,155225702,"2017/10/19","within an hour",100,99,"t",13,"['email', 'phone']","Ward 70",-33.86623,18.62295,"Entire home/apt",4,1,0,1,800,2,1125,1.5,731,10,35,47,281,107,1.79,4.82,"t"
24460710,2489897,"2012/05/29","within a few hours",94,96,"t",6,"['email', 'phone']","Ward 115",-33.90869,18.40197,"Entire home/apt",4,2,2,3,1500,90,120,90,120,0,0,1,182,6,0.07,4.83,"f"
48239298,217605782,"2018/09/27","within an hour",100,100,"f",9,"['email', 'phone']","Ward 59",-33.98264,18.46487,"Entire home/apt",2,1,1,1,972,2,1125,2,1125,0,12,42,314,20,0.37,4.75,"t"
8.31e+17,492284507,"2022/12/21","within an hour",90,44,"f",11,"['email', 'phone']","Ward 115",-33.92436,18.42139,"Private room",2,1,1,1,705,1,365,1,365,29,59,89,358,3,0.14,3.67,"f"
32634019,245346971,"2019/02/25","within a day",83,77,"f",12,"['phone']","Ward 107",-33.82426,18.47868,"Entire home/apt",6,3,2,2,3325,2,1125,2,1125,29,59,89,364,7,0.1,4.29,"f"
7443771,3007248,"2012/07/21","within an hour",100,95,"t",23,"['email', 'phone']","Ward 64",-34.12805,18.44785,"Entire home/apt",2,1,1,1,2000,2,365,4.9,365,10,31,44,242,19,0.22,4.74,"f"
18750088,9189366,"2013/10/02","within an hour",100,94,"t",11,"['email', 'phone']","Ward 115",-33.91335,18.41472,"Entire home/apt",4,2,2,2,1728,3,730,3.1,730,1,9,9,219,217,2.16,4.87,"t"
9.76e+17,57824617,"2016/02/08","within an hour",100,99,"t",73,"['email', 'phone']","Ward 115",-33.91761798,18.42147588,"Entire home/apt",2,1,1,1,1250,1,365,1,365,19,49,73,332,127,5.17,4.93,"f"
1.26e+18,547926257,"2023/11/24","within an hour",98,98,"t",29,"['email', 'phone']","Ward 115",-33.9182604,18.4179181,"Entire home/apt",4,2.5,2,2,2716,2,1125,2,1125,12,42,72,163,17,1.45,5,"f"
6752848,31808524,"2015/04/23","within a day",89,14,"f",1,"['email', 'phone', 'work_email']","Ward 62",-33.97769,18.44318,"Entire home/apt",4,2,2,2,2613,3,1125,3,1125,27,57,77,250,38,0.31,4.58,"f"
1.1e+18,62787778,"2016/03/13","within an hour",100,83,"f",1,"['email', 'phone']","Ward 74",-34.01685,18.38393,"Entire home/apt",6,2,3,4,3266,4,365,3,365,0,26,39,221,6,0.33,5,"f"
42411328,146265264,"2017/08/16","within an hour",100,100,"t",1,"['email', 'phone']","Ward 54",-33.9158871,18.39330028,"Entire home/apt",2,1,1,1,1878,2,365,2,1125,15,23,44,234,34,2.55,4.91,"f"
6.14e+17,3886732,"2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']","Ward 115",-33.90427,18.399092,"Entire home/apt",4,1,2,0,884,1,1125,3.4,1125,0,2,17,73,45,1.31,4.4,"t"
1e+18,142843243,"2017/07/27","within a few hours",91,47,"t",4,"['phone']","Ward 77",-33.920007,18.4162573,"Entire home/apt",6,2.5,3,3,3600,2,30,2,30,19,44,74,301,6,0.28,5,"f"
28462508,6648528,"2013/05/30","within an hour",100,100,"f",2,"['email', 'phone']","Ward 59",-33.98301,18.45526,"Entire home/apt",2,1,1,1,920,2,1125,2,1125,29,59,72,317,42,0.5,4.86,"f"
7.55e+17,7231028,"2013/07/02","within a few hours",100,86,"t",5,"['email', 'phone']","Ward 54",-33.96583,18.37879,"Private room",1,1,1,1,1016,1,365,1,365,30,50,80,348,25,0.76,4.92,"f"
20444886,145920492,"2017/08/14","within a few hours",100,82,"t",3,"['email', 'phone']","Ward 54",-33.92196,18.38552,"Entire home/apt",6,2.5,3,3,2100,4,60,4,60,7,7,9,165,154,1.57,4.94,"f"
7.11e+17,172110226,"2018/02/07","within an hour",100,100,"f",48,"['email', 'phone', 'work_email']","Ward 23",-33.8149,18.47226,"Entire home/apt",4,1,2,3,1200,5,365,3,731,4,34,55,204,3,0.09,3.67,"t"
45932058,402670240,"2021/05/21","within an hour",100,100,"t",3,"['email', 'phone']","Ward 61",-34.19451,18.44705,"Entire home/apt",10,4.5,5,7,10500,3,90,3,90,29,59,89,357,6,0.13,4.83,"f"
6.07e+17,218590857,"2018/10/03","within an hour",90,94,"f",2,"['email', 'phone']","Ward 73",-34.03335,18.45916,"Entire home/apt",2,1,1,1,650,2,365,2,365,9,21,27,280,24,0.61,5,"t"
7.27e+17,41642623,"2015/08/16","within an hour",100,100,"t",3,"['email', 'phone']","Ward 71",-34.07086,18.45529,"Entire home/apt",4,2,2,2,2250,20,60,20,60,0,24,49,229,3,0.14,5,"f"
7.45e+17,484903992,"2022/10/24","within an hour",100,100,"t",1,"['phone']","Ward 115",-33.92768317,18.41532088,"Entire home/apt",2,1,1,1,993,2,21,2,1125,14,18,23,123,61,1.72,4.74,"t"
1.27e+18,29554800,"2015/03/18","within a few hours",100,86,"t",1,"['email', 'phone']","Ward 71",-34.07742552,18.45496025,"Entire home/apt",4,1.5,2,4,1850,2,90,2,90,0,6,15,270,6,0.63,5,"f"
9.03e+17,203281855,"2018/07/18","within an hour",100,98,"t",6,"['email', 'phone']","Ward 107",-33.80115787,18.50884024,"Entire home/apt",2,1,1,1,1015,1,365,1,1125,29,33,33,152,4,0.14,4.75,"t"
1.26e+18,3886732,"2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']","Ward 115",-33.9101455,18.4115593,"Entire home/apt",2,1,1,1,672,1,90,3.4,1125,12,42,68,158,45,3.82,4.78,"f"
36888390,33266897,"2015/05/13","within a few hours",100,92,"t",1,"['email', 'phone']","Ward 59",-33.97221,18.45846,"Entire home/apt",2,1.5,1,1,1914,5,45,5,45,0,19,22,219,37,0.53,5,"f"
1.42e+18,288347358,"2019/08/23","within an hour",100,75,"f",1,"['email', 'phone']","Ward 115",-33.92653284,18.41425158,"Entire home/apt",2,1,1,1,851,2,365,2,365,0,0,24,295,1,0.91,5,"t"
1.27e+18,657403828,"2024/10/16","within an hour",82,99,"f",8,"['email', 'phone']","Ward 115",-33.92355786,18.42016257,"Entire home/apt",2,1,1,1,905,1,365,1,365,14,31,49,315,13,1.16,3.85,"f"
33182470,12545676,"2014/02/24","within a few hours",100,83,"t",22,"['email', 'phone']","Ward 55",-33.89118,18.51512,"Entire home/apt",4,2,2,2,1840,4,30,4.3,30,29,45,74,157,7,0.09,5,"f"
1.36e+18,328493251,"2020/01/17","within a few hours",100,100,"f",2,"['phone']","Ward 1",-33.8838728,18.5503487,"Entire home/apt",12,2,7,8,6858,3,365,3,365,17,39,59,118,1,0.16,5,"f"
27996009,93599290,"2016/09/05","within an hour",98,100,"t",21,"['email', 'phone']","Ward 54",-33.93730164,18.37849998,"Entire home/apt",4,2,2,2,6156,2,1125,2.6,1125,5,18,23,236,50,0.63,4.76,"t"
11132610,70869334,"2016/05/08","within an hour",80,94,"t",4,"['email', 'phone', 'work_email']","Ward 54",-33.95697,18.37761,"Entire home/apt",4,2,2,3,4062,4,1125,2.7,1125,13,27,42,232,65,0.62,4.85,"f"
24842563,187534475,"2018/05/02","within an hour",100,96,"t",1,"['email', 'phone']","Ward 71",-34.04644,18.43104,"Private room",4,2,2,2,450,2,60,2,1125,1,20,20,271,118,1.32,4.94,"f"
30023721,225667039,"2018/11/14","within a few hours",100,100,"f",1,"['email', 'phone']","Ward 100",-34.16469216,18.8603469,"Entire home/apt",4,1,2,3,1450,3,1125,3.4,1125,28,58,72,223,43,0.52,4.88,"f"
8.4e+17,503817707,"2023/03/04","within an hour",100,100,"f",1,"['email', 'phone']","Ward 107",-33.81921,18.48035,"Entire home/apt",4,1,2,2,1542,5,90,5,90,29,48,48,48,3,0.1,5,"f"
1.4e+18,690003862,"2025/04/14","within a few hours",94,87,"f",10,"['email', 'phone']","Ward 54",-33.9543441,18.37929425,"Entire home/apt",8,4,4,4,12858,3,365,3.1,365,29,59,89,356,4,1.11,5,"f"
37900960,101710697,"2016/10/29","within an hour",100,98,"t",8,"['email', 'phone']","Ward 115",-33.93008,18.41104,"Entire home/apt",4,2.5,2,2,3325,2,1125,2.1,1125,22,49,74,250,182,2.46,4.97,"f"
1.27e+18,12729704,"2014/03/02","within a day",97,82,"t",32,"['email', 'phone']","Ward 54",-33.92612254,18.38068886,"Entire home/apt",7,3.5,4,3,16000,5,365,5,365,0,0,14,289,1,0.11,5,"f"
29952180,222519709,"2018/10/25","within an hour",100,100,"t",1,"['email', 'phone']","Ward 61",-34.162621,18.429291,"Entire home/apt",2,1,1,1,1533,2,30,2,1125,27,49,66,313,114,1.38,5,"f"
7.28e+17,12384178,"2014/02/19","within an hour",100,67,"f",4,"['email', 'phone', 'work_email']","Ward 23",-33.80989395,18.47753632,"Entire home/apt",6,2,3,3,3255,1,365,1,365,30,60,63,327,4,0.13,4.75,"f"
38670244,12846131,"2014/03/05","within an hour",100,56,"f",1,"['email', 'phone']","Ward 54",-33.95278,18.38493,"Entire home/apt",6,3.5,4,4,24706,4,1125,5.2,1125,28,58,81,136,11,0.16,5,"f"
41846447,17182950,"2014/06/24","within an hour",100,87,"t",49,"['email', 'phone', 'work_email']","Ward 54",-33.94855,18.38181,"Entire home/apt",4,2,2,2,2630,2,1125,4.8,1125,6,21,39,283,104,1.53,4.93,"f"
6395347,29225763,"2015/03/12","within an hour",100,97,"f",1,"['email', 'phone']","Ward 54",-33.94656,18.3808,"Entire home/apt",6,3,3,3,5453,2,365,2.4,365,7,12,36,120,237,1.93,4.86,"t"
32772655,53844080,"2016/01/08","within an hour",100,100,"t",1,"['email', 'phone']","Ward 23",-33.80931,18.46887,"Entire home/apt",5,2,3,3,3171,3,730,3,730,1,3,6,188,36,0.46,4.92,"f"
1.1e+18,57824617,"2016/02/08","within an hour",100,99,"t",73,"['email', 'phone']","Ward 115",-33.92299969,18.41816155,"Entire home/apt",2,1,1,1,911,1,365,1,365,16,41,71,157,47,2.7,4.87,"f"
1.24e+18,56555959,"2016/01/29","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.91629579,18.41783445,"Entire home/apt",2,1,1,1,2572,2,365,3.6,365,27,57,82,231,9,0.74,5,"f"
9.16e+17,316356472,"2019/12/11","within an hour",100,88,"f",2,"['email', 'phone']","Ward 115",-33.91276,18.41502,"Entire home/apt",4,2,2,2,1200,3,90,3,1125,1,4,14,188,54,2.1,4.7,"f"
1.34e+18,22803096,"2014/10/21","within an hour",100,92,"t",1,"['email', 'phone']","Ward 77",-33.93434394,18.42085368,"Entire home/apt",2,1,1,1,720,14,90,14,90,0,25,26,264,6,0.85,5,"f"
7.46e+17,17182950,"2014/06/24","within an hour",100,87,"t",49,"['email', 'phone', 'work_email']","Ward 77",-33.93495,18.42162,"Entire home/apt",4,2,2,2,1262,2,1125,4.6,1125,8,15,24,293,27,0.81,4.81,"f"
9.94e+17,540118440,"2023/10/03","within a few hours",75,75,"f",1,"['email', 'phone']","Ward 69",-34.1020812,18.3878384,"Entire home/apt",6,2,3,3,2506,5,182,5,182,4,4,4,127,5,0.23,5,"f"
1.22e+18,195590650,"2018/06/14","within a few hours",100,77,"t",1,"['email', 'phone']","Ward 64",-34.09545,18.47743,"Entire home/apt",2,1,1,2,872,7,364,9.4,364,23,29,29,172,7,0.66,4.86,"f"
11003796,57100349,"2016/02/02","a few days or more",20,15,"f",2,"['email', 'phone']","Ward 54",-33.95724,18.39363,"Private room",2,1,1,1,702,2,1125,2,1125,0,16,46,303,19,0.16,4.95,"f"
8.46e+17,152795554,"2017/10/01","within a few hours",100,90,"t",1,"['email', 'phone']","Ward 54",-33.9159338,18.39340389,"Entire home/apt",2,1.5,1,1,2185,4,730,4,730,25,43,70,154,55,1.81,5,"f"
38986058,125735080,"2017/04/13","within an hour",100,75,"t",4,"['email', 'phone']","Ward 64",-34.147671,18.438231,"Entire home/apt",9,3,4,9,4597,2,730,2,730,11,24,36,254,77,1.33,4.9,"f"
9.13e+17,519751761,"2023/06/13","within an hour",100,100,"t",1,"['email', 'phone']","Ward 115",-33.9176714,18.4215188,"Entire home/apt",4,2,2,2,1842,2,365,2.1,1125,16,19,27,259,21,0.77,4.95,"f"
1.35e+18,509005324,"2023/04/07","within a day",90,49,"f",18,"['email', 'phone']","Ward 23",-33.79187935,18.45777055,"Entire home/apt",4,2,2,2,1942,2,365,2,365,29,59,89,357,1,0.13,5,"f"
22169363,47088908,"2015/10/21","within an hour",100,100,"t",1,"['email', 'phone', 'work_email']","Ward 15",-34.07399,18.83709,"Entire home/apt",4,1,0,2,724,2,1125,2,1125,22,52,79,347,48,0.57,4.96,"f"
53728674,123853586,"2017/04/02","within an hour",100,96,"t",1,"['email', 'phone']","Ward 109",-34.09266,18.81452,"Entire home/apt",2,1,1,1,1050,2,365,2,365,30,60,86,337,44,0.96,4.68,"t"
15139059,21400342,"2014/09/16","within a few hours",100,95,"t",6,"['email', 'phone']","Ward 115",-33.93068,18.40994,"Entire home/apt",4,1,2,3,2945,2,180,2.7,180,0,0,0,39,260,2.43,4.9,"f"
1.08e+18,307629119,"2019/11/06","within an hour",100,94,"t",21,"['email', 'phone']","Ward 115",-33.9128407,18.4183492,"Entire home/apt",2,1,1,1,1215,1,91,1,91,0,8,21,236,58,3.14,4.88,"f"
4887141,23918145,"2014/11/19","within a few hours",100,80,"f",1,"['email', 'phone']","Ward 83",-34.11254,18.82233,"Entire home/apt",4,1,1,2,720,3,60,3,60,14,22,43,124,31,0.26,4.84,"f"
1.25e+18,369636918,"2020/09/28","within an hour",100,91,"f",29,"['email', 'phone']","Ward 115",-33.9181195,18.4234149,"Entire home/apt",4,1,2,3,843,2,1080,2.2,1125,0,0,0,0,4,0.35,3.5,"f"
9.93e+17,50960649,"2015/12/10","within a day",50,79,"f",3,"['email', 'phone', 'work_email']","Ward 61",-34.1326803,18.3415063,"Entire home/apt",2,1,1,1,684,2,120,2,1125,0,0,0,211,7,0.31,5,"f"
1.31e+18,666629096,"2024/12/12","within an hour",100,100,"t",1,"['email', 'phone']","Ward 74",-34.0427332,18.35365551,"Entire home/apt",4,2,2,3,932,2,1080,2.2,1125,11,41,71,346,10,1.11,4.9,"f"
7.81e+17,491279054,"2022/12/13","within a few hours",100,100,"f",1,"['email', 'phone']","Ward 55",-33.88097,18.49512,"Private room",2,1,1,1,608,2,90,2,90,29,59,89,89,9,0.28,4.56,"f"
1.28e+18,594342634,"2024/08/05","within an hour",100,89,"t",2,"['email', 'phone']","Ward 64",-34.14445873,18.43349587,"Entire home/apt",4,2,2,2,1929,4,90,4.1,90,5,7,8,169,16,1.67,5,"f"
1.27e+18,657583288,"2024/10/17","within an hour",100,100,"f",11,"['email', 'phone']","Ward 54",-33.9129071,18.3962561,"Entire home/apt",2,1,0,1,1284,1,365,1.3,1125,26,26,26,26,10,0.9,4.4,"t"
38124905,246118652,"2019/03/01","within an hour",100,100,"t",1,"['email', 'phone']","Ward 58",-33.95986,18.479,"Private room",2,1,1,1,646,5,365,7,1125,25,41,71,346,89,1.27,4.88,"t"
1.21e+18,7122851,"2013/06/26","within an hour",100,94,"t",22,"['email', 'phone', 'work_email']","Ward 107",-33.7992089,18.5037272,"Entire home/apt",6,2,3,3,2225,2,120,2.3,120,0,26,49,113,10,0.86,5,"f"
1.26e+18,256929583,"2019/04/20","within an hour",100,100,"t",6,"['email', 'phone']","Ward 115",-33.9182604,18.4179181,"Entire home/apt",2,1,1,1,1107,1,365,1.7,365,8,24,50,293,44,3.8,4.86,"t"
26729305,200990550,"2018/07/09","within an hour",80,100,"t",3,"['email', 'phone']","Ward 77",-33.94059,18.4237,"Entire home/apt",2,1,1,1,1041,5,120,7,1125,8,14,17,17,50,0.59,4.98,"t"
54219443,55093545,"2016/01/18","within an hour",100,91,"f",2,"['email', 'phone']","Ward 53",-33.93887,18.50521,"Entire home/apt",2,1.5,1,1,530,1,28,1,1125,10,40,70,237,63,1.42,4.59,"t"
40615282,236908107,"2019/01/16","within an hour",100,100,"t",8,"['email', 'phone', 'work_email']","Ward 9",-33.91617,18.65221,"Private room",2,1.5,1,1,298,1,1125,1,1125,0,0,20,200,1,0.02,5,"f"
15959910,78803562,"2016/06/20","within an hour",100,96,"t",2,"['email', 'phone']","Ward 61",-34.1435111,18.3249468,"Entire home/apt",3,1,1,2,1019,1,365,1.8,365,9,34,37,151,59,1.54,4.81,"f"
51708044,9331704,"2013/10/09","within an hour",100,100,"t",1,"['email', 'phone']","Ward 115",-33.92729,18.41543,"Entire home/apt",2,1,0,2,863,7,1125,5.3,1125,0,2,15,172,17,0.44,4.94,"f"
1.4e+18,357428166,"2020/07/20","within an hour",100,100,"t",2,"['email', 'phone']","Ward 105",-33.81671513,18.65953896,"Entire home/apt",4,1,1,2,1601,2,28,2,1125,16,46,76,349,3,0.61,5,"f"
8.14e+17,183114035,"2018/04/08","within an hour",100,96,"t",12,"['email', 'phone']","Ward 115",-33.91771,18.42148,"Entire home/apt",2,1,1,1,1672,1,50,1,50,11,27,42,191,159,4.96,4.94,"f"
8.41e+17,707904,"2011/06/16","within an hour",100,96,"t",1,"['email', 'phone']","Ward 54",-33.92219,18.39242,"Entire home/apt",12,5,6,6,15095,2,365,3,365,9,18,22,106,61,2.58,4.89,"f"
6.56e+17,237367557,"2019/01/18","within an hour",85,72,"f",21,"['email', 'phone', 'work_email']","Ward 115",-33.91012,18.41449,"Entire home/apt",4,3,2,2,5283,2,365,2,365,26,46,62,326,11,0.28,4.82,"f"
8.97e+17,487012580,"2022/11/09","within an hour",100,89,"f",42,"['email', 'phone']","Ward 57",-33.93907,18.46892,"Entire home/apt",2,1,1,1,494,2,1080,2.2,1125,16,46,76,351,37,1.33,4.35,"f"
10821554,55236683,"2016/01/19","within an hour",100,94,"t",5,"['email', 'phone']","Ward 62",-33.9997,18.46047,"Entire home/apt",2,1,1,1,1337,2,90,2,90,15,17,17,17,44,0.38,4.98,"t"
11648564,53895267,"2016/01/09","within a few hours",100,58,"f",2,"['email', 'phone']","Ward 58",-33.9757,18.47563,"Entire home/apt",2,1,1,1,800,2,365,2,365,29,59,89,364,13,0.16,4.62,"f"
8.69e+17,472886309,"2022/08/02","within an hour",100,100,"f",7,"['email', 'phone']","Ward 69",-34.09965,18.38876,"Entire home/apt",2,1,1,1,1292,3,90,3,1125,19,49,67,317,8,0.28,5,"f"
32001527,239933906,"2019/01/30","within an hour",100,100,"t",3,"['email', 'phone']","Ward 64",-34.14238,18.42845,"Entire home/apt",2,1,1,2,920,2,120,2.3,1125,24,54,81,267,140,1.74,4.78,"t"
42751523,122398932,"2017/03/24","within an hour",100,94,"f",2,"['phone']","Ward 23",-33.81344,18.47446,"Entire home/apt",2,1,1,0,475,2,1125,2,1125,10,24,35,226,6,1.8,5,"t"
4740365,24471679,"2014/12/04","within an hour",100,100,"t",3,"['email', 'phone']","Ward 74",-34.01653,18.38734,"Entire home/apt",5,2,2,3,2829,2,14,2,1125,7,19,31,234,378,3.12,4.85,"t"
9343115,48490720,"2015/11/08","within a day",50,25,"f",1,"['email', 'phone']","Ward 64",-34.1431,18.43007,"Entire home/apt",4,2,2,2,1370,3,1125,3,1125,0,0,12,225,23,0.2,4.83,"f"
9502842,42763478,"2015/08/28","within an hour",100,88,"f",1,"['email', 'phone']","Ward 77",-33.94076,18.42503,"Entire home/apt",2,1,1,1,547,5,200,5,200,9,9,9,9,42,0.35,4.81,"f"
8e+17,30105359,"2015/03/27","within an hour",100,94,"t",1,"['email', 'phone']","Ward 54",-33.92459,18.38303,"Entire home/apt",6,3,3,3,4605,2,90,2,90,1,6,27,28,66,2.06,4.94,"f"
1.03e+18,40558567,"2015/08/05","within an hour",100,99,"f",11,"['email', 'phone', 'work_email']","Ward 107",-33.83106561,18.48222414,"Entire home/apt",4,1.5,1,1,1949,3,365,2,365,23,53,83,334,3,0.21,5,"f"
1.32e+18,429494656,"2021/10/29","within an hour",100,100,"f",7,"['email', 'phone']","Ward 115",-33.92033817,18.42402166,"Entire home/apt",2,1,1,1,1638,2,365,2.3,1125,30,60,90,340,11,1.27,4.64,"t"
1.15e+18,104444246,"2016/11/20","within an hour",100,92,"t",1,"['email', 'phone']","Ward 23",-33.80947262,18.46932415,"Entire home/apt",4,1,2,3,1646,2,1125,2,1125,14,44,52,314,30,1.81,4.93,"f"
1.34e+18,675648482,"2025/01/28","within an hour",100,96,"t",3,"['email', 'phone']","Ward 15",-34.0800012,18.8341754,"Entire home/apt",2,1,1,1,1140,1,365,1,365,24,52,79,340,4,0.52,5,"f"
7.22e+17,19406541,"2014/08/03","within an hour",100,90,"f",14,"['email', 'phone']","Ward 54",-33.92501,18.38132,"Entire home/apt",6,3.5,3,4,5711,3,180,4.2,180,0,3,3,173,14,0.38,5,"f"
40001491,3186966,"2012/08/07","within a day",100,67,"f",1,"['email', 'phone']","Ward 5",-33.87314,18.54725,"Entire home/apt",2,1,1,1,598,4,32,4,32,0,0,0,66,19,0.27,4.89,"f"
1.1e+18,563175038,"2024/02/21","within an hour",97,100,"f",6,"['email', 'phone']","Ward 55",-33.8935894,18.5044845,"Entire home/apt",2,1,1,1,1046,2,365,2.3,1125,0,0,27,271,14,0.73,4.29,"t"
7.38e+17,218745884,"2018/10/04","within an hour",100,96,"t",148,"['phone', 'work_email']","Ward 115",-33.912824,18.4183694,"Entire home/apt",4,2.5,2,2,3591,2,1125,2,1125,29,50,71,334,121,3.42,4.86,"f"
9.13e+17,172255120,"2018/02/07","within a few hours",100,100,"f",1,"['email', 'phone']","Ward 69",-34.12375334,18.38384956,"Private room",2,1,1,1,514,2,21,2,21,28,48,78,353,1,0.32,5,"f"
48820637,14736986,"2014/04/26","within an hour",94,93,"f",51,"['email', 'phone']","Ward 115",-33.911,18.41846,"Entire home/apt",2,1,1,1,2265,2,14,2,1125,10,22,22,118,33,0.6,4.67,"f"
1.22e+18,595704375,"2024/08/12","within an hour",100,100,"f",1,"['email', 'phone']","Ward 54",-33.9173083,18.388356,"Entire home/apt",2,1,1,1,1245,1,365,1.2,1125,19,34,34,280,26,1.92,4.58,"t"
